Вид,Промокод,Операция,Тип,Категория,Дата и время заказа,Месяц,Закупочная стоимость,Скидка в ден. ед.,Скидка в процентах,Сумма,Итоговая сумма
Услуга,42gbcz252360,Доход,Наличные,Обычная стрижка,12.05.2021,5,0,525,"0,15",3500,2975
Товар,,Расход,Безнал,Прочие расходы,12.05.2021,5,150,0,,300,300
Услуга,,Доход,Безнал,Обычная стрижка,12.05.2021,5,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,12.05.2021,5,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,12.05.2021,5,0,0,,4500,4500
Услуга,42gbcz3638299,Доход,Безнал,Стрижка и укладка,12.05.2021,5,0,675,"0,15",4500,3825
Услуга,,Доход,Безнал,Обычная стрижка,12.05.2021,5,0,0,,3500,3500
Услуга,,Доход,Наличные,Стрижка и укладка,12.05.2021,5,0,0,,4500,4500
Услуга,,Доход,Наличные,Обычная стрижка,13.05.2021,5,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,13.05.2021,5,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,13.05.2021,5,0,0,,4500,4500
Услуга,,Доход,Наличные,Обычная стрижка,13.05.2021,5,0,0,,3500,3500
Товар,,Доход,Наличные,Продажа геля,13.05.2021,5,150,0,,300,300
Услуга,,Доход,Безнал,Обычная стрижка,13.05.2021,5,0,0,,3500,3500
Товар,,Расход,Безнал,Закупка полотенец,13.05.2021,5,500,0,,1000,1000
Товар,,Доход,Наличные,Продажа геля,13.05.2021,5,150,0,,300,300
Товар,,Расход,Безнал,Прочие расходы,13.05.2021,5,150,,,300,300
Услуга,,Доход,Наличные,Обычная стрижка,13.05.2021,5,0,0,,3500,3500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,13.05.2021,5,500,0,,1000,1000
Товар,,Расход,Безнал,Прочие расходы,13.05.2021,5,150,,,300,300
Товар,42gbcz749732,Доход,Безнал,Продажа шампуня и кондиционера,13.05.2021,5,500,150,"0,15",1000,850
Товар,,Расход,Безнал,Закупка резинок,13.05.2021,5,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка старшего мастера,13.05.2021,5,0,0,,5500,5500
Услуга,42gbcz1983291,Доход,Безнал,Стрижка старшего мастера,13.05.2021,5,0,825,"0,15",5500,4675
Услуга,,Доход,Безнал,Стрижка старшего мастера,13.05.2021,5,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа геля,13.05.2021,5,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка и укладка,13.05.2021,5,0,0,,4500,4500
Услуга,,Доход,Наличные,Стрижка старшего мастера,13.05.2021,5,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,13.05.2021,5,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,13.05.2021,5,0,0,,4500,4500
Услуга,,Доход,Безнал,Обычная стрижка,13.05.2021,5,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,13.05.2021,5,0,0,,4500,4500
Услуга,,Доход,Наличные,Обычная стрижка,13.05.2021,5,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,13.05.2021,5,0,0,,5500,5500
Услуга,42gbcz2190807,Доход,Безнал,Стрижка старшего мастера,14.05.2021,5,0,825,"0,15",5500,4675
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,14.05.2021,5,500,0,,1000,1000
Услуга,,Доход,Наличные,Стрижка и укладка,14.05.2021,5,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,14.05.2021,5,0,0,,5500,5500
Товар,,Расход,Наличные,Закупка резинок,14.05.2021,5,250,,,500,500
Товар,,Расход,Безнал,Закупка полотенец,14.05.2021,5,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка старшего мастера,14.05.2021,5,0,0,,5500,5500
Товар,,Расход,Безнал,Прочие расходы,14.05.2021,5,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка старшего мастера,14.05.2021,5,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,14.05.2021,5,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,14.05.2021,5,0,0,,4500,4500
Услуга,42gbcz1063849,Доход,Безнал,Стрижка и укладка,14.05.2021,5,0,675,"0,15",4500,3825
Товар,,Расход,Безнал,Закупка полотенец,14.05.2021,5,500,0,,1000,1000
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,14.05.2021,5,500,0,,1000,1000
Товар,,Расход,Безнал,Закупка резинок,14.05.2021,5,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,14.05.2021,5,0,0,,3500,3500
Услуга,,Доход,Наличные,Стрижка старшего мастера,14.05.2021,5,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,14.05.2021,5,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,14.05.2021,5,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,14.05.2021,5,0,0,,4500,4500
Товар,,Доход,Безнал,Продажа шампуня,14.05.2021,5,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка и укладка,14.05.2021,5,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,14.05.2021,5,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня,14.05.2021,5,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,14.05.2021,5,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,14.05.2021,5,0,0,,5500,5500
Товар,,Расход,Безнал,Закупка резинок,15.05.2021,5,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,15.05.2021,5,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,15.05.2021,5,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,15.05.2021,5,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня,15.05.2021,5,250,0,,500,500
Товар,,Расход,Безнал,Закупка полотенец,15.05.2021,5,500,0,,1000,1000
Услуга,,Доход,Безнал,Обычная стрижка,15.05.2021,5,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,15.05.2021,5,0,0,,4500,4500
Товар,,Доход,Безнал,Продажа геля,15.05.2021,5,150,0,,300,300
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,15.05.2021,5,500,0,,1000,1000
Услуга,,Доход,Безнал,Обычная стрижка,15.05.2021,5,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,15.05.2021,5,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,15.05.2021,5,0,0,,4500,4500
Товар,,Расход,Наличные,Прочие расходы,15.05.2021,5,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка старшего мастера,15.05.2021,5,0,0,,5500,5500
Услуга,42gbcz139161,Доход,Безнал,Стрижка старшего мастера,15.05.2021,5,0,825,"0,15",5500,4675
Услуга,,Доход,Наличные,Обычная стрижка,15.05.2021,5,0,0,,3500,3500
Услуга,,Доход,Наличные,Стрижка старшего мастера,15.05.2021,5,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа геля,15.05.2021,5,150,0,,300,300
Товар,,Расход,Наличные,Закупка полотенец,15.05.2021,5,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка и укладка,15.05.2021,5,0,0,,4500,4500
Услуга,,Доход,Наличные,Стрижка старшего мастера,15.05.2021,5,0,0,,5500,5500
Услуга,,Доход,Наличные,Стрижка и укладка,15.05.2021,5,0,0,,4500,4500
Товар,,Расход,Безнал,Прочие расходы,15.05.2021,5,150,0,,300,300
Товар,,Расход,Безнал,Прочие расходы,15.05.2021,5,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка и укладка,15.05.2021,5,0,0,,4500,4500
Услуга,,Доход,Безнал,Обычная стрижка,16.05.2021,5,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,16.05.2021,5,0,0,,4500,4500
Услуга,,Доход,Наличные,Стрижка и укладка,16.05.2021,5,0,0,,4500,4500
Товар,,Доход,Наличные,Продажа шампуня,16.05.2021,5,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка и укладка,16.05.2021,5,0,0,,4500,4500
Товар,,Расход,Наличные,Закупка резинок,16.05.2021,5,250,0,,500,500
Товар,,Доход,Безнал,Продажа геля,16.05.2021,5,150,0,,300,300
Товар,,Расход,Наличные,Закупка полотенец,16.05.2021,5,500,0,,1000,1000
Товар,,Доход,Безнал,Продажа шампуня,16.05.2021,5,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,16.05.2021,5,0,0,,3500,3500
Услуга,,Доход,Безнал,Обычная стрижка,16.05.2021,5,0,0,,3500,3500
Товар,,Расход,Безнал,Закупка полотенец,16.05.2021,5,500,0,,1000,1000
Товар,,Расход,Безнал,Прочие расходы,16.05.2021,5,150,0,,300,300
Товар,,Расход,Безнал,Закупка резинок,16.05.2021,5,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,16.05.2021,5,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,16.05.2021,5,0,0,,4500,4500
Товар,,Доход,Наличные,Продажа шампуня,16.05.2021,5,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка и укладка,16.05.2021,5,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,16.05.2021,5,0,0,,4500,4500
Услуга,,Доход,Наличные,Стрижка старшего мастера,16.05.2021,5,0,0,,5500,5500
Услуга,,Доход,Наличные,Обычная стрижка,16.05.2021,5,0,0,,3500,3500
Товар,,Доход,Безнал,Продажа геля,16.05.2021,5,150,0,,300,300
Товар,42gbcz1531983,Доход,Безнал,Продажа шампуня и кондиционера,16.05.2021,5,500,150,"0,15",1000,850
Товар,,Доход,Безнал,Продажа геля,16.05.2021,5,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка старшего мастера,16.05.2021,5,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня,16.05.2021,5,250,0,,500,500
Товар,,Расход,Безнал,Закупка полотенец,17.05.2021,5,500,0,,1000,1000
Товар,,Доход,Безнал,Продажа шампуня,17.05.2021,5,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,17.05.2021,5,0,0,,3500,3500
Товар,,Расход,Безнал,Закупка полотенец,17.05.2021,5,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка старшего мастера,17.05.2021,5,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,17.05.2021,5,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,17.05.2021,5,0,0,,4500,4500
Товар,,Расход,Безнал,Закупка резинок,17.05.2021,5,250,0,,500,500
Услуга,,Доход,Наличные,Обычная стрижка,17.05.2021,5,0,0,,3500,3500
